150,20,0
"[34.70446006668207, 151.68074682724207]","[64.85161309247039, 151.3624676362915]","[20, 151]","[30, 146]","[40, 153]","[50, 145]","[60, 150]","[70, 144]"
"[34.6773326505782, 150.67288529484094]","[64.8832889356256, 147.3611949176603]","[20, 149]","[30, 146]","[40, 151]","[50, 144]","[60, 148]","[70, 140]"
"[35.153668817167116, 148.710756010631]","[64.83181074320761, 149.36061117680404]","[20, 157]","[30, 148]","[40, 154]","[50, 142]","[60, 147]","[70, 142]"
"[35.333577908515274, 144.7086677244474]","[64.81515159881447, 150.3606326385805]","[20, 158]","[30, 142]","[40, 154]","[50, 138]","[60, 147]","[70, 143]"
"[34.6985184185644, 147.65929379144063]","[64.82949696508653, 147.3593170976003]","[20, 144]","[30, 140]","[40, 154]","[50, 141]","[60, 145]","[70, 140]"
"[24.832939330530216, 150.3612448287596]","[54.156066396543075, 152.62985356741328]","[20, 148]","[30, 143]","[40, 150]","[50, 137]","[60, 145]","[70, 146]"
"[34.82877934171528, 148.6779600583586]","[64.7836253753354, 153.36131173154402]","[20, 148]","[30, 142]","[40, 156]","[50, 142]","[60, 148]","[70, 146]"
"[34.370101409915954, 152.6519183047064]","[64.89962985874048, 145.36054658360788]","[20, 146]","[30, 145]","[40, 149]","[50, 146]","[60, 147]","[70, 138]"
"[34.8039988360952, 149.6806063219847]","[64.83406010565167, 151.3618696115539]","[20, 155]","[30, 143]","[40, 150]","[50, 143]","[60, 149]","[70, 144]"
"[34.49527465885199, 150.65426051700206]","[64.83406010565167, 151.3618696115539]","[20, 148]","[30, 142]","[40, 149]","[50, 144]","[60, 149]","[70, 144]"
"[34.80320118488958, 148.6753515149019]","[64.8832889356256, 147.3611949176603]","[20, 150]","[30, 145]","[40, 150]","[50, 142]","[60, 148]","[70, 140]"
"[34.64975491810885, 149.66486720880863]","[64.83293933053022, 150.3612448287596]","[20, 147]","[30, 142]","[40, 153]","[50, 143]","[60, 148]","[70, 143]"
"[34.6515855724025, 150.67026316339036]","[64.83181074320761, 149.36061117680404]","[20, 152]","[30, 145]","[40, 148]","[50, 144]","[60, 147]","[70, 142]"
"[35.105788603322566, 147.7009307095436]","[64.81388121765598, 149.35998987328128]","[20, 155]","[30, 147]","[40, 152]","[50, 141]","[60, 146]","[70, 142]"
"[25.02078528436665, 151.36812716464812]","[54.44569686424312, 151.65443005550733]","[20, 160]","[30, 144]","[40, 152]","[50, 143]","[60, 145]","[70, 145]"
"[35.03036335437149, 148.69839469045402]","[64.79722998903439, 150.36001357356568]","[20, 155]","[30, 145]","[40, 154]","[50, 142]","[60, 146]","[70, 143]"
"[34.8039988360952, 149.6806063219847]","[64.84858636750145, 148.36059080044362]","[20, 149]","[30, 148]","[40, 151]","[50, 143]","[60, 147]","[70, 141]"
"[34.78233190939936, 153.6984875587348]","[64.86817774362976, 150.36245183122531]","[20, 159]","[30, 145]","[40, 155]","[50, 147]","[60, 150]","[70, 143]"
"[34.678968846546674, 151.67817423028237]","[64.88250012268755, 146.3605605858545]","[20, 152]","[30, 145]","[40, 152]","[50, 145]","[60, 147]","[70, 139]"
"[34.6773326505782, 150.67288529484094]","[64.90228705335346, 149.36303368549352]","[20, 151]","[30, 142]","[40, 153]","[50, 144]","[60, 151]","[70, 142]"
"[34.419345255060364, 151.6517248024036]","[64.93513192170522, 145.36179089403362]","[20, 146]","[30, 144]","[40, 149]","[50, 145]","[60, 149]","[70, 138]"
"[24.902287209514654, 149.36303369082253]","[54.5761247574016, 151.66775181598263]","[20, 151]","[30, 142]","[40, 153]","[50, 146]","[60, 146]","[70, 145]"
"[34.60199193122384, 151.670379948968]","[64.81515159881447, 150.3606326385805]","[20, 148]","[30, 145]","[40, 153]","[50, 145]","[60, 147]","[70, 143]"
"[34.754060678166326, 150.68066837680004]","[64.86639097887867, 148.36120985657632]","[20, 152]","[30, 144]","[40, 153]","[50, 144]","[60, 148]","[70, 141]"
"[34.95518817903252, 149.69587876519708]","[64.79722998903439, 150.36001357356568]","[20, 151]","[30, 148]","[40, 155]","[50, 143]","[60, 146]","[70, 143]"
"[34.700023380011, 148.6647679121149]","[64.83181074320761, 149.36061117680404]","[20, 149]","[30, 141]","[40, 151]","[50, 142]","[60, 147]","[70, 142]"
"[35.057872059828085, 145.68574254503724]","[64.76264527887953, 151.35941694564835]","[20, 148]","[30, 147]","[40, 151]","[50, 139]","[60, 145]","[70, 144]"
