75,30,0
"[29.01889089479783, 82.72435094790491]","[58.16088260165195, 94.71292265062782]","[20, 81]","[30, 69]","[40, 76]","[50, 80]","[60, 72]","[70, 88]"
"[29.123801686166985, 83.74670626427874]","[58.05977906041945, 96.71573453164832]","[20, 84]","[30, 70]","[40, 77]","[50, 82]","[60, 71]","[70, 90]"
"[28.866232180386753, 85.73005147123443]","[57.863921003866885, 98.70672757667421]","[20, 80]","[30, 72]","[40, 79]","[50, 81]","[60, 71]","[70, 92]"
"[29.077306765559065, 83.74065374094297]","[58.32430170377245, 95.7406945529476]","[20, 83]","[30, 70]","[40, 77]","[50, 84]","[60, 73]","[70, 89]"
"[28.706615182112333, 84.70042464269616]","[58.082195645836016, 97.72598649588198]","[20, 77]","[30, 70]","[40, 78]","[50, 80]","[60, 75]","[70, 91]"
"[28.947965413793035, 84.73225576464773]","[58.2970096857813, 96.74472898396075]","[20, 82]","[30, 70]","[40, 78]","[50, 84]","[60, 74]","[70, 90]"
"[29.160308146215577, 82.74299715465739]","[57.888602926850545, 99.71718260708907]","[20, 83]","[30, 70]","[40, 76]","[50, 83]","[60, 71]","[70, 93]"
"[29.043923392510063, 80.70976927719059]","[57.81472451789822, 98.70066679349974]","[20, 81]","[30, 66]","[40, 74]","[50, 80]","[60, 71]","[70, 92]"
"[28.852665627611064, 84.71976828014904]","[57.838665412947705, 97.69597861244978]","[20, 80]","[30, 70]","[40, 78]","[50, 81]","[60, 69]","[70, 91]"
"[29.055307109998992, 81.72035178773795]","[58.082195645836016, 97.72598649588198]","[20, 80]","[30, 69]","[40, 75]","[50, 85]","[60, 70]","[70, 91]"
"[28.852665627611064, 84.71976828014904]","[58.10798562876699, 96.72167547436688]","[20, 82]","[30, 68]","[40, 78]","[50, 82]","[60, 72]","[70, 90]"
"[29.103104145074248, 81.72674172593497]","[58.2970096857813, 96.74472898396075]","[20, 80]","[30, 70]","[40, 75]","[50, 85]","[60, 73]","[70, 90]"
"[29.33598370192298, 81.75745387837006]","[58.176914930541436, 97.73749105512175]","[20, 83]","[30, 72]","[40, 75]","[50, 84]","[60, 73]","[70, 91]"
"[28.983118025470397, 83.728315885918]","[58.3988845789097, 94.74236978234357]","[20, 82]","[30, 69]","[40, 77]","[50, 84]","[60, 73]","[70, 88]"
"[29.01889089479783, 82.72435094790491]","[57.70078879660267, 103.72334308710059]","[20, 81]","[30, 69]","[40, 76]","[50, 83]","[60, 73]","[70, 97]"
"[28.838772647416558, 83.70919604362213]","[58.009176357078225, 98.72447846203504]","[20, 81]","[30, 67]","[40, 77]","[50, 81]","[60, 74]","[70, 92]"
"[29.235267881905965, 80.73551289412603]","[58.32430170377245, 95.7406945529476]","[20, 82]","[30, 69]","[40, 74]","[50, 83]","[60, 74]","[70, 89]"
"[28.879476541733595, 86.74005088588704]","[57.98447405441013, 99.72877940260194]","[20, 84]","[30, 70]","[40, 80]","[50, 82]","[60, 74]","[70, 93]"
"[28.935413973463483, 83.72202499137737]","[57.86485349845044, 100.72160006683058]","[20, 81]","[30, 69]","[40, 77]","[50, 82]","[60, 73]","[70, 94]"
"[29.206644810034415, 82.74905400295896]","[58.15581435575472, 96.72754538547859]","[20, 83]","[30, 71]","[40, 76]","[50, 84]","[60, 71]","[70, 90]"
"[28.970941510911597, 82.71796869355165]","[58.12974554121299, 97.73177443356718]","[20, 81]","[30, 68]","[40, 76]","[50, 82]","[60, 74]","[70, 91]"
"[29.052679714449837, 85.75405928923728]","[58.15581435575472, 96.72754538547859]","[20, 86]","[30, 70]","[40, 79]","[50, 83]","[60, 72]","[70, 90]"
"[29.24402340488878, 81.7454064123164]","[58.15581435575472, 96.72754538547859]","[20, 82]","[30, 71]","[40, 75]","[50, 83]","[60, 72]","[70, 90]"
"[28.804394605828445, 84.71340356310851]","[57.93725267385459, 97.70820252318858]","[20, 81]","[30, 68]","[40, 78]","[50, 79]","[60, 73]","[70, 91]"
"[29.123801686166985, 83.74670626427874]","[57.91273554627779, 98.71271722236969]","[20, 85]","[30, 69]","[40, 77]","[50, 81]","[60, 72]","[70, 92]"
"[29.160308146215577, 82.74299715465739]","[58.32430170377245, 95.7406945529476]","[20, 84]","[30, 69]","[40, 76]","[50, 84]","[60, 73]","[70, 89]"
"[29.24402340488878, 81.7454064123164]","[58.20324603360626, 96.73334014666118]","[20, 83]","[30, 70]","[40, 75]","[50, 82]","[60, 74]","[70, 90]"
"[28.935413973463483, 83.72202499137737]","[58.1880146423309, 93.70848162624608]","[20, 80]","[30, 70]","[40, 77]","[50, 80]","[60, 71]","[70, 87]"
"[29.160308146215577, 82.74299715465739]","[58.03427316715839, 97.72013033836464]","[20, 84]","[30, 69]","[40, 76]","[50, 81]","[60, 73]","[70, 91]"
"[28.818627007975433, 85.72385555378808]","[58.082195645836016, 97.72598649588198]","[20, 81]","[30, 70]","[40, 79]","[50, 81]","[60, 74]","[70, 91]"
"[29.3207984285363, 79.73805331220555]","[57.96220400744675, 96.70363924693325]","[20, 84]","[30, 67]","[40, 73]","[50, 79]","[60, 72]","[70, 90]"
"[29.19745297854452, 81.73926521102666]","[58.352061534079574, 94.73662393501185]","[20, 81]","[30, 71]","[40, 75]","[50, 81]","[60, 75]","[70, 88]"
"[29.1699070771349, 83.75268103314832]","[58.10798562876699, 96.72167547436688]","[20, 85]","[30, 70]","[40, 77]","[50, 81]","[60, 73]","[70, 90]"
"[29.188051502483308, 80.72920215335752]","[57.98595397990584, 97.71420161906798]","[20, 80]","[30, 70]","[40, 74]","[50, 81]","[60, 72]","[70, 91]"
"[29.215631488896722, 83.75858116890858]","[58.009176357078225, 98.72447846203504]","[20, 85]","[30, 71]","[40, 77]","[50, 84]","[60, 71]","[70, 92]"
"[29.206644810034415, 82.74905400295896]","[57.93673007528689, 99.72301748463279]","[20, 85]","[30, 69]","[40, 76]","[50, 83]","[60, 72]","[70, 93]"
"[29.113566931439962, 82.73686097557226]","[58.45631995404312, 92.7342751752428]","[20, 82]","[30, 70]","[40, 76]","[50, 83]","[60, 72]","[70, 86]"
"[28.804394605828445, 84.71340356310851]","[58.03684512713745, 95.70520061714656]","[20, 80]","[30, 69]","[40, 78]","[50, 79]","[60, 72]","[70, 89]"
"[28.589685278392505, 83.6756068993028]","[57.888169115549665, 97.7021291922373]","[20, 77]","[30, 66]","[40, 77]","[50, 81]","[60, 70]","[70, 91]"
"[29.215631488896722, 83.75858116890858]","[58.2503191186552, 96.73906766676816]","[20, 85]","[30, 71]","[40, 77]","[50, 83]","[60, 74]","[70, 90]"
"[29.15048171486017, 81.73304386384689]","[58.05977906041945, 96.71573453164832]","[20, 81]","[30, 70]","[40, 75]","[50, 81]","[60, 72]","[70, 90]"
"[29.42009581809822, 80.75994136791853]","[57.96114098681988, 98.7186334619708]","[20, 83]","[30, 72]","[40, 74]","[50, 80]","[60, 74]","[70, 92]"
"[29.252590574579422, 82.7550326174108]","[57.91273554627779, 98.71271722236969]","[20, 84]","[30, 71]","[40, 76]","[50, 81]","[60, 72]","[70, 92]"
"[28.995020092634917, 84.7383796155948]","[57.79119105486271, 99.7053031254302]","[20, 83]","[30, 70]","[40, 78]","[50, 82]","[60, 70]","[70, 93]"
"[29.03041326123208, 83.73452494390905]","[57.98447405441013, 99.72877940260194]","[20, 82]","[30, 70]","[40, 77]","[50, 85]","[60, 71]","[70, 93]"
"[29.113566931439962, 82.73686097557226]","[58.11212342725611, 94.70681547466434]","[20, 84]","[30, 68]","[40, 76]","[50, 80]","[60, 71]","[70, 88]"
"[28.922563213837346, 82.7115040022447]","[58.23001861571079, 95.72914884421168]","[20, 80]","[30, 68]","[40, 76]","[50, 84]","[60, 71]","[70, 89]"
"[29.235267881905965, 80.73551289412603]","[58.03427316715839, 97.72013033836464]","[20, 81]","[30, 70]","[40, 74]","[50, 83]","[60, 71]","[70, 91]"
"[28.74044148216455, 83.69602549699782]","[58.13422152463206, 95.71732235230294]","[20, 80]","[30, 66]","[40, 77]","[50, 82]","[60, 71]","[70, 89]"
"[29.103104145074248, 81.72674172593497]","[58.23001861571079, 95.72914884421168]","[20, 80]","[30, 70]","[40, 75]","[50, 84]","[60, 71]","[70, 89]"
"[29.00664141574928, 85.74816702544716]","[58.009176357078225, 98.72447846203504]","[20, 83]","[30, 72]","[40, 79]","[50, 82]","[60, 73]","[70, 92]"
"[29.252590574579422, 82.7550326174108]","[57.93673007528689, 99.72301748463279]","[20, 84]","[30, 71]","[40, 76]","[50, 81]","[60, 74]","[70, 93]"
"[29.282070781683597, 80.74173938124902]","[58.009176357078225, 98.72447846203504]","[20, 83]","[30, 69]","[40, 74]","[50, 84]","[60, 71]","[70, 92]"
"[29.113566931439962, 82.73686097557226]","[58.176914930541436, 97.73749105512175]","[20, 83]","[30, 69]","[40, 76]","[50, 82]","[60, 75]","[70, 91]"
"[29.34333192861502, 82.76676823762668]","[58.104096470740735, 98.7359590866029]","[20, 87]","[30, 70]","[40, 76]","[50, 85]","[60, 72]","[70, 92]"
"[29.123801686166985, 83.74670626427874]","[57.98595397990584, 97.71420161906798]","[20, 83]","[30, 71]","[40, 77]","[50, 81]","[60, 72]","[70, 91]"
"[28.995026873157116, 80.70311683589675]","[58.31622774849771, 97.75424270024347]","[20, 77]","[30, 69]","[40, 74]","[50, 83]","[60, 77]","[70, 91]"
"[29.19745297854452, 81.73926521102666]","[58.41709923493169, 95.75196543974232]","[20, 82]","[30, 70]","[40, 75]","[50, 84]","[60, 75]","[70, 89]"
"[29.113566931439962, 82.73686097557226]","[58.15581435575472, 96.72754538547859]","[20, 81]","[30, 71]","[40, 76]","[50, 83]","[60, 72]","[70, 90]"
"[29.06643365084761, 82.73064509032471]","[58.0857362454922, 95.71129998292743]","[20, 82]","[30, 69]","[40, 76]","[50, 81]","[60, 71]","[70, 89]"
"[28.983118025470397, 83.728315885918]","[58.009176357078225, 98.72447846203504]","[20, 83]","[30, 68]","[40, 77]","[50, 84]","[60, 71]","[70, 92]"
"[29.298155080480583, 82.76093894711433]","[57.96114098681988, 98.7186334619708]","[20, 84]","[30, 72]","[40, 76]","[50, 82]","[60, 72]","[70, 92]"
"[28.838772647416558, 83.70919604362213]","[58.20324603360626, 96.73334014666118]","[20, 79]","[30, 69]","[40, 77]","[50, 83]","[60, 73]","[70, 90]"
"[29.103104145074248, 81.72674172593497]","[58.15581435575472, 96.72754538547859]","[20, 80]","[30, 70]","[40, 75]","[50, 81]","[60, 74]","[70, 90]"
"[28.852665627611064, 84.71976828014904]","[58.20324603360626, 96.73334014666118]","[20, 82]","[30, 68]","[40, 78]","[50, 83]","[60, 73]","[70, 90]"
"[29.260975864583855, 83.76440773057938]","[58.056822777185474, 98.73025383305549]","[20, 84]","[30, 73]","[40, 77]","[50, 82]","[60, 74]","[70, 92]"
"[28.852665627611064, 84.71976828014904]","[57.98595397990584, 97.71420161906798]","[20, 81]","[30, 69]","[40, 78]","[50, 81]","[60, 72]","[70, 91]"
"[29.087928732264892, 84.75039347292591]","[58.15581435575472, 96.72754538547859]","[20, 84]","[30, 71]","[40, 78]","[50, 83]","[60, 72]","[70, 90]"
"[28.922563213837346, 82.7115040022447]","[58.0857362454922, 95.71129998292743]","[20, 79]","[30, 69]","[40, 76]","[50, 81]","[60, 71]","[70, 89]"
"[29.206644810034415, 82.74905400295896]","[58.009176357078225, 98.72447846203504]","[20, 85]","[30, 69]","[40, 76]","[50, 82]","[60, 73]","[70, 92]"
"[28.935413973463483, 83.72202499137737]","[58.20926576563809, 94.71895856188048]","[20, 80]","[30, 70]","[40, 77]","[50, 83]","[60, 70]","[70, 88]"
"[29.188051502483308, 80.72920215335752]","[57.84008136020943, 99.71127863891728]","[20, 81]","[30, 69]","[40, 74]","[50, 82]","[60, 71]","[70, 93]"
"[29.29020205733656, 81.75146926763986]","[58.257232635186305, 94.7249160441494]","[20, 84]","[30, 70]","[40, 75]","[50, 81]","[60, 73]","[70, 88]"
"[29.215631488896722, 83.75858116890858]","[58.343339451746644, 96.75032177762637]","[20, 85]","[30, 71]","[40, 77]","[50, 84]","[60, 75]","[70, 90]"
"[28.838772647416558, 83.70919604362213]","[58.12974554121299, 97.73177443356718]","[20, 81]","[30, 67]","[40, 77]","[50, 83]","[60, 73]","[70, 91]"
"[29.077306765559065, 83.74065374094297]","[58.05977906041945, 96.71573453164832]","[20, 82]","[30, 71]","[40, 77]","[50, 82]","[60, 71]","[70, 90]"
"[29.01889089479783, 82.72435094790491]","[58.056822777185474, 98.73025383305549]","[20, 82]","[30, 68]","[40, 76]","[50, 85]","[60, 71]","[70, 92]"
"[29.273760141520768, 79.73173942170212]","[58.011199255025055, 96.7097262765654]","[20, 80]","[30, 70]","[40, 73]","[50, 82]","[60, 70]","[70, 90]"
"[29.282070781683597, 80.74173938124902]","[58.15581435575472, 96.72754538547859]","[20, 84]","[30, 68]","[40, 74]","[50, 83]","[60, 72]","[70, 90]"
"[29.206644810034415, 82.74905400295896]","[58.30483249577418, 94.73080579255799]","[20, 83]","[30, 71]","[40, 76]","[50, 82]","[60, 73]","[70, 88]"
"[29.374477430305973, 80.75395217237981]","[58.27735518547844, 95.73495755716371]","[20, 83]","[30, 71]","[40, 74]","[50, 83]","[60, 73]","[70, 89]"
"[28.866232180386753, 85.73005147123443]","[58.10798562876699, 96.72167547436688]","[20, 81]","[30, 71]","[40, 79]","[50, 82]","[60, 72]","[70, 90]"
"[28.873778579638394, 82.7049548493913]","[58.12974554121299, 97.73177443356718]","[20, 78]","[30, 69]","[40, 76]","[50, 83]","[60, 73]","[70, 91]"
"[29.113566931439962, 82.73686097557226]","[58.20324603360626, 96.73334014666118]","[20, 81]","[30, 71]","[40, 76]","[50, 84]","[60, 72]","[70, 90]"
"[29.01889089479783, 82.72435094790491]","[58.11212342725611, 94.70681547466434]","[20, 80]","[30, 70]","[40, 76]","[50, 81]","[60, 70]","[70, 88]"
"[28.922563213837346, 82.7115040022447]","[58.2970096857813, 96.74472898396075]","[20, 79]","[30, 69]","[40, 76]","[50, 83]","[60, 75]","[70, 90]"
"[29.160308146215577, 82.74299715465739]","[58.03427316715839, 97.72013033836464]","[20, 83]","[30, 70]","[40, 76]","[50, 82]","[60, 72]","[70, 91]"
"[29.29020205733656, 81.75146926763986]","[58.2503191186552, 96.73906766676816]","[20, 85]","[30, 69]","[40, 75]","[50, 83]","[60, 74]","[70, 90]"
"[29.03041326123208, 83.73452494390905]","[57.86485349845044, 100.72160006683058]","[20, 81]","[30, 71]","[40, 77]","[50, 82]","[60, 73]","[70, 94]"
"[28.970941510911597, 82.71796869355165]","[58.05977906041945, 96.71573453164832]","[20, 80]","[30, 69]","[40, 76]","[50, 82]","[60, 71]","[70, 90]"
"[28.879476541733595, 86.74005088588704]","[58.104096470740735, 98.7359590866029]","[20, 83]","[30, 71]","[40, 80]","[50, 85]","[60, 72]","[70, 92]"
"[28.724800255283245, 82.68477688270575]","[57.96114098681988, 98.7186334619708]","[20, 79]","[30, 65]","[40, 76]","[50, 82]","[60, 72]","[70, 92]"
"[28.970941510911597, 82.71796869355165]","[58.12974554121299, 97.73177443356718]","[20, 79]","[30, 70]","[40, 76]","[50, 84]","[60, 72]","[70, 91]"
"[28.900517570660195, 84.72605260945849]","[58.182306296277815, 95.72327101936555]","[20, 83]","[30, 68]","[40, 78]","[50, 84]","[60, 70]","[70, 89]"
"[28.866232180386753, 85.73005147123443]","[57.96114098681988, 98.7186334619708]","[20, 80]","[30, 72]","[40, 79]","[50, 82]","[60, 72]","[70, 92]"
"[28.970941510911597, 82.71796869355165]","[57.98595397990584, 97.71420161906798]","[20, 81]","[30, 68]","[40, 76]","[50, 80]","[60, 73]","[70, 91]"
"[28.922563213837346, 82.7115040022447]","[58.30483249577418, 94.73080579255799]","[20, 79]","[30, 69]","[40, 76]","[50, 83]","[60, 72]","[70, 88]"
"[29.113566931439962, 82.73686097557226]","[58.20926576563809, 94.71895856188048]","[20, 81]","[30, 71]","[40, 76]","[50, 83]","[60, 70]","[70, 88]"
"[28.770623231774206, 85.7175808211083]","[58.03427316715839, 97.72013033836464]","[20, 81]","[30, 69]","[40, 79]","[50, 82]","[60, 72]","[70, 91]"
"[29.38813920640714, 82.77252509151332]","[58.20324603360626, 96.73334014666118]","[20, 87]","[30, 71]","[40, 76]","[50, 82]","[60, 74]","[70, 90]"
